"Running Time", "Loss", "Compression", "Learning Rate", "Epochs", "Batch Size", "Early Stopping", "Dimensions"
100.49715447425842,0.015479818917810917,0.005208333333333333,0.001,100,1000,5,"[24, 12, 6, 3]"
60.890178203582764,0.02615683153271675,0.001736111111111111,0.001,100,1000,10,"[8, 4, 2, 1]"
77.43637704849243,0.0161100085824728,0.003472222222222222,0.001,100,1000,10,"[16, 8, 4, 2]"
100.45699000358582,0.015349498018622398,0.005208333333333333,0.001,100,1000,10,"[24, 12, 6, 3]"
58.062806844711304,0.0291890911757946,0.001736111111111111,0.001,100,1000,20,"[8, 4, 2, 1]"
78.5961503982544,0.01675788313150406,0.003472222222222222,0.001,100,1000,20,"[16, 8, 4, 2]"
101.68493032455444,0.015972044318914413,0.005208333333333333,0.001,100,1000,20,"[24, 12, 6, 3]"
71.01559543609619,0.014385588467121124,0.001736111111111111,0.001,100,100,5,"[8, 4, 2, 1]"
86.57260370254517,0.014345216564834118,0.003472222222222222,0.001,100,100,5,"[16, 8, 4, 2]"
118.3532485961914,0.008683225139975548,0.005208333333333333,0.001,100,100,5,"[24, 12, 6, 3]"
70.66499853134155,0.014386768452823162,0.001736111111111111,0.001,100,100,10,"[8, 4, 2, 1]"
86.92589044570923,0.01427958533167839,0.003472222222222222,0.001,100,100,10,"[16, 8, 4, 2]"
120.5582628250122,0.00937409047037363,0.005208333333333333,0.001,100,100,10,"[24, 12, 6, 3]"
74.08444046974182,0.01443634182214737,0.001736111111111111,0.001,100,100,20,"[8, 4, 2, 1]"
88.01960182189941,0.014242184348404408,0.003472222222222222,0.001,100,100,20,"[16, 8, 4, 2]"
123.71250128746033,0.009177790954709053,0.005208333333333333,0.001,100,100,20,"[24, 12, 6, 3]"
159.5777313709259,0.010569954290986061,0.001736111111111111,0.001,100,10,5,"[8, 4, 2, 1]"
78.39148592948914,0.008927516639232635,0.003472222222222222,0.001,100,10,5,"[16, 8, 4, 2]"
158.13498091697693,0.0034494211431592703,0.005208333333333333,0.001,100,10,5,"[24, 12, 6, 3]"
154.1979615688324,0.007202998269349337,0.001736111111111111,0.001,100,10,10,"[8, 4, 2, 1]"
186.32372164726257,0.004152120556682348,0.003472222222222222,0.001,100,10,10,"[16, 8, 4, 2]"
225.23059678077698,0.003421853994950652,0.005208333333333333,0.001,100,10,10,"[24, 12, 6, 3]"
152.7177379131317,0.01021471619606018,0.001736111111111111,0.001,100,10,20,"[8, 4, 2, 1]"
177.85466623306274,0.004207168705761433,0.003472222222222222,0.001,100,10,20,"[16, 8, 4, 2]"
229.9555470943451,0.0034239934757351875,0.005208333333333333,0.001,100,10,20,"[24, 12, 6, 3]"
